student_id,date,week,day_of_week,sleep_hours,bedtime_hour,lms_logins,study_hours,social_score,dining_visits,assignment_delta
STU0241,2024-11-27,13,2,3.33,27.56,0,0.15,1.56,1,-5.46
STU0241,2024-11-28,13,3,4.57,27.26,0,1.28,2.43,0,-3.91
STU0241,2024-11-29,13,4,3.29,27.56,1,1.08,0.82,0,-5.64
STU0241,2024-11-30,13,5,4.66,28.59,0,0.0,2.02,0,-3.38
STU0241,2024-12-01,13,6,4.77,28.27,0,0.0,2.2,0,-5.62
STU0241,2024-12-02,14,0,3.72,28.14,0,2.23,1.69,0,-4.55
STU0241,2024-12-03,14,1,4.37,28.0,1,2.12,3.33,0,-1.92
STU0241,2024-12-04,14,2,3.13,28.43,0,1.28,2.61,0,-2.5
STU0241,2024-12-05,14,3,3.95,27.95,0,0.8,2.24,0,-3.26
STU0241,2024-12-06,14,4,4.84,28.26,0,0.13,3.23,1,-4.33
STU0241,2024-12-07,14,5,4.51,28.42,0,0.36,0.18,0,-5.62
STU0241,2024-12-08,14,6,4.1,28.4,0,0.59,0.07,0,-3.85
STU0241,2024-12-09,15,0,4.17,27.82,1,1.61,0.76,0,-2.97
STU0241,2024-12-10,15,1,3.82,28.52,1,1.71,0.52,0,-3.17
STU0241,2024-12-11,15,2,3.71,27.57,0,0.18,2.85,0,-3.11
STU0241,2024-12-12,15,3,3.13,27.97,0,1.25,0.67,0,-4.65
STU0241,2024-12-13,15,4,4.02,28.21,0,0.62,2.66,0,-2.33
STU0241,2024-12-14,15,5,4.23,28.3,0,1.15,1.38,0,-5.25
STU0241,2024-12-15,15,6,5.35,27.74,0,0.0,1.32,1,-4.0
STU0241,2024-12-16,16,0,5.11,27.41,0,0.0,1.06,0,-4.75
STU0241,2024-12-17,16,1,3.41,27.72,0,0.96,0.76,0,-5.06
STU0241,2024-12-18,16,2,4.55,27.96,0,3.64,0.73,0,-5.21
STU0241,2024-12-19,16,3,4.3,27.84,0,1.88,0.94,1,-3.82
STU0241,2024-12-20,16,4,4.16,28.53,1,0.0,4.05,0,-5.07
STU0241,2024-12-21,16,5,4.55,28.47,0,0.0,1.9,0,-2.38
STU0241,2024-12-22,16,6,5.24,29.14,0,1.11,1.76,0,-4.66
STU0242,2024-09-02,1,0,8.85,22.59,3,3.27,7.68,2,1.87
STU0242,2024-09-03,1,1,7.88,22.84,6,2.81,5.99,2,-0.3
STU0242,2024-09-04,1,2,6.46,22.6,5,3.14,5.95,2,2.58
STU0242,2024-09-05,1,3,7.71,22.18,4,2.95,5.8,2,0.04
STU0242,2024-09-06,1,4,8.05,23.14,3,5.76,8.22,2,3.05
STU0242,2024-09-07,1,5,8.23,24.25,1,2.75,8.25,2,3.2
STU0242,2024-09-08,1,6,8.29,23.79,0,3.02,9.08,2,3.19
STU0242,2024-09-09,2,0,8.17,23.89,0,3.68,6.88,2,0.27
STU0242,2024-09-10,2,1,7.66,23.53,4,4.23,5.92,3,1.3
STU0242,2024-09-11,2,2,7.68,22.71,5,2.88,7.61,2,4.24
STU0242,2024-09-12,2,3,7.62,23.18,5,4.35,8.39,1,1.73
STU0242,2024-09-13,2,4,6.99,23.85,5,5.25,10.0,3,-0.59
STU0242,2024-09-14,2,5,8.16,24.2,1,1.6,7.4,1,1.84
STU0242,2024-09-15,2,6,8.23,23.4,0,2.3,6.05,2,1.73
STU0242,2024-09-16,3,0,7.59,23.19,3,2.06,6.88,2,-0.1
STU0242,2024-09-17,3,1,7.76,22.88,3,4.64,7.02,3,2.62
STU0242,2024-09-18,3,2,7.39,22.26,5,4.65,6.92,3,0.71
STU0242,2024-09-19,3,3,7.42,23.42,4,4.52,5.55,3,1.25
STU0242,2024-09-20,3,4,6.13,23.83,5,1.82,7.38,3,3.25
STU0242,2024-09-21,3,5,8.43,23.83,2,1.54,6.95,1,2.36
STU0242,2024-09-22,3,6,7.97,23.91,2,2.77,7.88,2,1.95
STU0242,2024-09-23,4,0,6.2,23.05,3,2.87,6.17,2,1.84
STU0242,2024-09-24,4,1,7.79,22.91,3,5.94,6.35,2,3.42
STU0242,2024-09-25,4,2,8.1,23.69,3,3.46,8.45,1,2.05
STU0242,2024-09-26,4,3,5.82,22.98,3,1.68,6.89,2,6.59
STU0242,2024-09-27,4,4,6.69,22.89,4,2.25,8.22,1,2.56
STU0242,2024-09-28,4,5,7.49,22.79,0,3.91,6.09,2,1.91
STU0242,2024-09-29,4,6,8.57,22.77,0,3.65,5.73,0,2.64
STU0242,2024-09-30,5,0,7.35,22.63,4,3.87,7.34,4,3.67
STU0242,2024-10-01,5,1,7.66,22.55,5,2.49,7.01,2,1.29
STU0242,2024-10-02,5,2,5.95,22.51,5,4.46,6.98,2,2.49
STU0242,2024-10-03,5,3,6.71,22.47,4,3.43,7.91,3,3.07
STU0242,2024-10-04,5,4,7.12,23.22,3,4.77,6.28,2,2.97
STU0242,2024-10-05,5,5,8.01,24.02,0,2.52,7.82,1,1.21
STU0242,2024-10-06,5,6,8.52,23.61,0,2.98,7.99,0,1.27
STU0242,2024-10-07,6,0,7.87,22.6,3,3.41,8.97,2,1.25
STU0242,2024-10-08,6,1,7.26,22.89,5,2.85,7.35,3,1.65
STU0242,2024-10-09,6,2,7.82,22.81,3,4.74,8.9,1,4.24
STU0242,2024-10-10,6,3,6.74,22.66,4,3.45,6.95,2,2.58
STU0242,2024-10-11,6,4,7.26,23.25,3,3.79,6.55,2,3.38
STU0242,2024-10-12,6,5,7.74,23.35,0,3.87,5.99,1,0.77
STU0242,2024-10-13,6,6,7.91,23.33,1,4.01,7.28,1,2.1
STU0242,2024-10-14,7,0,7.85,23.25,3,3.55,7.14,1,2.73
STU0242,2024-10-15,7,1,7.02,23.5,3,4.6,8.63,2,0.27
STU0242,2024-10-16,7,2,6.42,23.63,4,5.25,6.8,1,1.62
STU0242,2024-10-17,7,3,7.12,22.91,3,4.49,6.01,2,2.35
STU0242,2024-10-18,7,4,7.58,23.57,3,5.36,6.11,4,4.56
STU0242,2024-10-19,7,5,8.48,24.45,1,4.45,7.4,0,2.41
STU0242,2024-10-20,7,6,8.17,23.09,2,3.9,5.27,1,0.19
STU0242,2024-10-21,8,0,7.12,23.91,4,3.94,6.3,2,1.61
STU0242,2024-10-22,8,1,7.34,22.79,5,4.95,7.33,3,2.73
STU0242,2024-10-23,8,2,7.12,23.19,2,4.23,6.44,2,-1.74
STU0242,2024-10-24,8,3,7.74,23.02,3,3.46,7.03,2,-0.49
STU0242,2024-10-25,8,4,7.53,22.02,3,2.19,7.63,2,0.4
STU0242,2024-10-26,8,5,6.55,23.74,1,2.84,5.48,2,-0.22
STU0242,2024-10-27,8,6,7.21,24.39,1,1.21,7.28,1,4.35
STU0242,2024-10-28,9,0,7.07,22.95,3,3.27,6.35,2,2.0
STU0242,2024-10-29,9,1,7.61,23.27,2,3.09,7.96,3,2.1
STU0242,2024-10-30,9,2,6.99,22.38,5,3.63,6.85,2,1.16
STU0242,2024-10-31,9,3,7.49,23.27,4,3.16,7.97,3,2.79
STU0242,2024-11-01,9,4,6.57,22.31,2,5.25,8.39,2,-0.16
STU0242,2024-11-02,9,5,8.49,22.59,0,2.67,6.73,2,3.06
STU0242,2024-11-03,9,6,7.97,23.05,2,0.11,7.73,3,1.39
STU0242,2024-11-04,10,0,7.26,22.67,4,5.15,5.99,2,0.07
STU0242,2024-11-05,10,1,7.45,22.84,3,3.44,6.28,3,0.61
STU0242,2024-11-06,10,2,7.61,22.62,6,4.33,7.32,2,0.39
STU0242,2024-11-07,10,3,8.12,22.87,3,4.72,8.3,1,-0.25
STU0242,2024-11-08,10,4,6.57,23.55,3,3.62,6.07,3,-0.01
STU0242,2024-11-09,10,5,8.76,22.91,2,3.15,5.2,1,0.62
STU0242,2024-11-10,10,6,8.49,23.44,2,5.79,7.11,3,1.0
STU0242,2024-11-11,11,0,7.39,22.45,3,3.84,7.62,2,1.52
STU0242,2024-11-12,11,1,6.96,22.55,3,3.56,6.17,0,0.57
STU0242,2024-11-13,11,2,7.52,21.44,4,2.58,6.75,1,2.39
STU0242,2024-11-14,11,3,6.79,23.02,2,5.53,6.0,1,1.12
STU0242,2024-11-15,11,4,8.03,23.18,3,3.03,5.91,2,1.27
STU0242,2024-11-16,11,5,8.26,23.77,1,2.38,7.41,2,2.16
STU0242,2024-11-17,11,6,8.37,23.29,0,2.71,7.24,2,1.14
STU0242,2024-11-18,12,0,8.25,23.49,5,2.62,8.05,1,1.77
STU0242,2024-11-19,12,1,7.57,22.47,3,4.8,9.7,2,2.92
STU0242,2024-11-20,12,2,7.77,21.89,4,3.19,5.59,3,2.4
STU0242,2024-11-21,12,3,8.52,23.38,4,3.25,5.36,3,2.96
STU0242,2024-11-22,12,4,7.46,23.63,4,3.35,7.26,2,4.05
STU0242,2024-11-23,12,5,7.63,23.28,0,1.79,7.2,2,1.53
STU0242,2024-11-24,12,6,7.68,23.52,1,2.52,9.12,1,1.46
STU0242,2024-11-25,13,0,7.15,22.48,5,5.28,9.19,1,1.24
STU0242,2024-11-26,13,1,6.72,22.99,4,4.35,4.12,1,1.65
STU0242,2024-11-27,13,2,7.09,22.26,2,3.44,7.43,2,2.64
STU0242,2024-11-28,13,3,8.13,22.54,3,3.84,6.98,2,1.08
STU0242,2024-11-29,13,4,6.62,23.38,3,3.04,8.15,1,2.55
STU0242,2024-11-30,13,5,7.69,23.87,1,3.56,5.99,1,2.08
STU0242,2024-12-01,13,6,7.87,23.65,0,2.82,6.91,1,0.47
STU0242,2024-12-02,14,0,7.59,23.8,4,1.85,7.32,2,1.93
STU0242,2024-12-03,14,1,7.92,22.5,4,3.13,6.66,1,-0.07
STU0242,2024-12-04,14,2,6.45,22.66,4,3.18,6.57,2,1.47
STU0242,2024-12-05,14,3,6.54,23.97,4,2.5,4.94,1,1.25
STU0242,2024-12-06,14,4,8.28,23.23,4,3.28,6.87,3,6.03
STU0242,2024-12-07,14,5,8.08,23.45,1,2.16,7.0,2,0.14
STU0242,2024-12-08,14,6,8.8,23.63,2,1.83,10.0,3,1.6
STU0242,2024-12-09,15,0,6.98,22.51,3,4.1,6.19,2,1.68
STU0242,2024-12-10,15,1,7.13,22.68,1,3.14,9.16,2,3.13
STU0242,2024-12-11,15,2,6.85,23.4,0,4.07,6.85,1,-0.03
STU0242,2024-12-12,15,3,8.58,23.58,2,4.24,7.11,2,5.22
STU0242,2024-12-13,15,4,6.65,22.86,2,1.26,7.3,2,-1.29
STU0242,2024-12-14,15,5,7.04,23.27,2,2.93,7.84,0,0.79
STU0242,2024-12-15,15,6,8.1,23.97,0,3.51,6.54,1,1.4
STU0242,2024-12-16,16,0,7.62,23.87,2,3.42,8.04,2,1.16
STU0242,2024-12-17,16,1,8.11,22.58,5,2.45,6.71,2,3.37
STU0242,2024-12-18,16,2,8.42,23.35,3,3.43,4.31,2,4.15
STU0242,2024-12-19,16,3,7.57,23.27,6,6.16,8.24,3,-1.13
STU0242,2024-12-20,16,4,7.71,23.09,3,4.89,7.99,2,0.84
STU0242,2024-12-21,16,5,8.9,23.97,0,3.31,6.08,2,-0.34
STU0242,2024-12-22,16,6,8.22,23.78,1,3.87,5.75,1,4.06
STU0243,2024-09-02,1,0,7.15,23.23,3,3.92,4.43,2,-0.16
STU0243,2024-09-03,1,1,7.6,22.64,3,3.61,7.57,2,4.93
STU0243,2024-09-04,1,2,6.83,22.98,4,2.15,10.0,4,2.06
STU0243,2024-09-05,1,3,6.63,23.19,2,1.77,6.93,2,1.65
STU0243,2024-09-06,1,4,6.75,23.21,3,4.67,7.8,4,1.47
STU0243,2024-09-07,1,5,8.18,23.77,2,2.98,7.35,2,0.1
STU0243,2024-09-08,1,6,8.65,24.22,2,3.83,5.93,2,1.72
STU0243,2024-09-09,2,0,6.77,22.94,4,5.06,8.29,1,2.89
STU0243,2024-09-10,2,1,5.72,23.21,5,3.42,7.74,1,1.47
STU0243,2024-09-11,2,2,7.2,22.85,6,4.99,9.54,2,1.26
STU0243,2024-09-12,2,3,7.51,23.29,4,3.64,7.01,2,-1.41
STU0243,2024-09-13,2,4,6.78,22.98,6,5.57,7.62,1,3.59
STU0243,2024-09-14,2,5,8.26,23.85,4,5.83,6.74,1,2.3
STU0243,2024-09-15,2,6,8.8,23.49,2,1.81,7.74,2,2.16
STU0243,2024-09-16,3,0,7.64,22.22,3,2.3,7.59,3,1.7
STU0243,2024-09-17,3,1,7.66,23.41,3,2.99,6.79,0,1.13
STU0243,2024-09-18,3,2,7.47,23.57,3,4.29,6.44,1,2.4
STU0243,2024-09-19,3,3,7.09,23.66,6,3.69,7.37,1,1.32
STU0243,2024-09-20,3,4,7.76,22.83,4,4.36,8.75,1,3.38
STU0243,2024-09-21,3,5,8.75,23.57,1,0.89,7.41,1,2.07
STU0243,2024-09-22,3,6,9.02,23.25,2,1.86,7.59,2,2.74
STU0243,2024-09-23,4,0,8.23,22.45,5,4.84,8.94,2,-0.1
STU0243,2024-09-24,4,1,7.02,23.14,6,5.53,8.39,3,1.87
STU0243,2024-09-25,4,2,7.24,22.47,6,3.89,6.44,2,-0.05
STU0243,2024-09-26,4,3,7.49,22.81,3,3.38,5.41,2,1.88
STU0243,2024-09-27,4,4,7.44,23.39,5,2.04,7.3,1,1.16
STU0243,2024-09-28,4,5,9.06,24.01,2,0.8,7.93,3,-0.16
STU0243,2024-09-29,4,6,8.57,22.91,1,2.23,5.92,2,5.93
STU0243,2024-09-30,5,0,6.35,22.2,6,4.0,8.36,2,-1.63
STU0243,2024-10-01,5,1,7.32,22.35,5,3.77,8.15,2,3.78
STU0243,2024-10-02,5,2,7.13,22.9,4,3.36,6.59,2,2.13
STU0243,2024-10-03,5,3,6.83,23.32,3,4.36,5.72,2,-2.13
STU0243,2024-10-04,5,4,7.12,23.62,2,4.08,5.89,2,3.94
STU0243,2024-10-05,5,5,7.88,22.66,1,3.05,6.62,1,4.48
STU0243,2024-10-06,5,6,7.24,23.4,2,1.89,8.37,2,1.7
STU0243,2024-10-07,6,0,7.49,22.87,5,2.85,8.23,1,4.54
STU0243,2024-10-08,6,1,8.1,22.72,2,2.32,7.38,2,2.77
STU0243,2024-10-09,6,2,6.8,22.7,4,3.35,6.32,2,3.16
STU0243,2024-10-10,6,3,7.56,23.49,4,4.64,6.86,2,0.18
STU0243,2024-10-11,6,4,7.63,23.3,3,3.53,6.95,1,2.76
STU0243,2024-10-12,6,5,8.94,23.03,3,3.23,8.97,1,-0.49
STU0243,2024-10-13,6,6,8.55,23.69,1,2.71,8.61,1,1.32
STU0243,2024-10-14,7,0,7.12,22.36,3,4.11,7.42,2,2.36
STU0243,2024-10-15,7,1,7.09,23.05,5,4.72,5.62,2,2.22
STU0243,2024-10-16,7,2,8.42,23.46,5,4.7,4.85,1,-0.04
STU0243,2024-10-17,7,3,7.42,23.12,5,3.71,7.89,1,2.06
STU0243,2024-10-18,7,4,7.97,23.53,5,4.54,8.08,2,1.58
STU0243,2024-10-19,7,5,8.53,22.73,1,1.41,7.54,1,0.99
STU0243,2024-10-20,7,6,8.4,24.24,1,0.34,7.99,1,0.7
STU0243,2024-10-21,8,0,7.52,23.01,4,3.95,7.17,3,2.09
STU0243,2024-10-22,8,1,8.69,22.72,2,3.98,8.01,2,3.6
STU0243,2024-10-23,8,2,7.99,22.12,5,1.63,7.23,2,-0.44
STU0243,2024-10-24,8,3,7.16,22.5,5,4.07,7.51,2,4.82
STU0243,2024-10-25,8,4,6.75,22.92,3,2.74,5.92,2,0.55
STU0243,2024-10-26,8,5,9.3,24.43,0,1.89,5.17,1,3.4
STU0243,2024-10-27,8,6,8.43,23.91,1,1.94,6.19,2,1.17
STU0243,2024-10-28,9,0,7.53,22.38,5,4.16,7.87,1,1.66
STU0243,2024-10-29,9,1,7.36,23.12,4,4.08,6.45,2,2.95
STU0243,2024-10-30,9,2,7.0,23.04,5,3.82,6.92,3,-1.34
STU0243,2024-10-31,9,3,6.97,22.82,5,2.09,5.64,2,1.76
STU0243,2024-11-01,9,4,6.97,22.77,2,5.19,8.45,1,3.57
STU0243,2024-11-02,9,5,7.91,23.15,2,1.89,9.17,2,-0.42
STU0243,2024-11-03,9,6,8.68,23.35,0,2.31,6.13,1,2.97
STU0243,2024-11-04,10,0,6.99,22.33,3,3.21,5.12,1,0.59
STU0243,2024-11-05,10,1,6.88,23.15,3,5.29,7.61,2,0.37
STU0243,2024-11-06,10,2,7.35,22.77,2,3.18,7.45,3,4.95
STU0243,2024-11-07,10,3,7.87,21.99,4,2.51,6.73,3,1.12
STU0243,2024-11-08,10,4,6.7,22.17,5,3.89,8.01,3,0.23
STU0243,2024-11-09,10,5,7.92,24.24,3,2.67,8.88,2,4.44
STU0243,2024-11-10,10,6,8.52,22.81,0,4.09,7.0,1,0.84
STU0243,2024-11-11,11,0,6.72,23.11,2,4.46,6.82,1,3.06
STU0243,2024-11-12,11,1,6.88,23.37,4,4.92,7.99,3,2.52
STU0243,2024-11-13,11,2,7.52,22.59,2,3.88,6.56,3,-0.63
STU0243,2024-11-14,11,3,7.84,22.34,2,4.24,5.56,1,0.06
STU0243,2024-11-15,11,4,6.13,23.57,7,4.1,8.01,3,1.15
STU0243,2024-11-16,11,5,8.27,24.45,1,2.55,8.38,1,1.84
STU0243,2024-11-17,11,6,8.16,24.28,2,2.59,5.65,2,1.11
STU0243,2024-11-18,12,0,8.23,23.52,4,4.08,5.63,3,1.82
STU0243,2024-11-19,12,1,6.99,23.0,4,2.33,6.92,2,5.2
STU0243,2024-11-20,12,2,7.42,22.15,6,4.17,7.22,2,1.64
STU0243,2024-11-21,12,3,6.56,22.67,4,4.86,7.71,3,1.27
STU0243,2024-11-22,12,4,8.16,22.64,2,2.44,10.0,3,0.98
STU0243,2024-11-23,12,5,7.71,23.48,3,2.91,5.6,1,-0.4
STU0243,2024-11-24,12,6,6.63,22.64,0,4.22,6.3,1,0.55
STU0243,2024-11-25,13,0,6.45,22.82,2,4.98,5.86,2,1.5
STU0243,2024-11-26,13,1,6.38,23.15,4,4.28,9.24,3,-0.97
STU0243,2024-11-27,13,2,7.18,23.51,5,3.8,5.97,3,2.82
STU0243,2024-11-28,13,3,6.42,23.87,3,4.25,6.01,1,-0.39
STU0243,2024-11-29,13,4,7.96,23.18,2,2.22,9.31,2,-0.16
STU0243,2024-11-30,13,5,8.96,23.29,1,2.61,7.33,2,-0.87
STU0243,2024-12-01,13,6,9.09,22.84,0,3.59,7.94,3,-0.31
STU0243,2024-12-02,14,0,6.93,23.49,5,2.63,8.73,3,1.03
STU0243,2024-12-03,14,1,7.5,23.49,6,2.82,7.76,2,3.23
STU0243,2024-12-04,14,2,7.65,22.93,4,3.05,7.13,3,3.32
STU0243,2024-12-05,14,3,7.25,23.02,4,3.4,7.32,1,2.21
STU0243,2024-12-06,14,4,7.9,23.23,6,3.0,6.16,2,3.3
STU0243,2024-12-07,14,5,8.12,23.04,2,3.0,8.08,1,0.22
STU0243,2024-12-08,14,6,8.15,23.6,0,1.16,8.36,2,2.31
STU0243,2024-12-09,15,0,6.98,22.43,4,2.75,8.39,1,1.44
STU0243,2024-12-10,15,1,7.1,22.82,4,5.38,9.1,3,4.11
STU0243,2024-12-11,15,2,7.96,23.11,4,4.04,8.27,1,1.62
STU0243,2024-12-12,15,3,7.83,22.62,5,3.76,7.81,1,4.5
STU0243,2024-12-13,15,4,7.22,24.02,3,3.7,6.46,1,2.18
STU0243,2024-12-14,15,5,7.99,22.77,3,3.05,8.75,0,3.5
STU0243,2024-12-15,15,6,7.81,23.88,1,2.18,6.24,2,2.5
STU0243,2024-12-16,16,0,6.93,22.53,4,4.64,6.61,2,2.2
STU0243,2024-12-17,16,1,6.34,22.59,3,3.61,8.11,2,3.81
STU0243,2024-12-18,16,2,6.56,22.84,4,6.13,6.1,2,1.84
STU0243,2024-12-19,16,3,7.98,22.77,4,4.55,8.2,2,1.92
STU0243,2024-12-20,16,4,6.6,23.15,3,2.87,6.86,1,0.89
STU0243,2024-12-21,16,5,7.78,24.23,1,3.31,9.01,1,2.64
STU0243,2024-12-22,16,6,7.7,23.3,1,2.55,8.33,1,2.31
STU0244,2024-09-02,1,0,7.27,22.06,5,3.69,6.77,1,1.42
STU0244,2024-09-03,1,1,8.19,23.19,3,4.17,5.21,2,3.28
STU0244,2024-09-04,1,2,7.59,23.41,4,2.67,5.92,1,2.29
STU0244,2024-09-05,1,3,7.36,23.87,4,5.82,8.04,2,2.85
STU0244,2024-09-06,1,4,6.79,22.87,2,4.27,6.9,1,-1.75
STU0244,2024-09-07,1,5,7.35,23.74,1,3.0,5.34,1,-0.85
STU0244,2024-09-08,1,6,9.08,23.73,0,1.12,7.13,0,2.61
STU0244,2024-09-09,2,0,7.13,23.7,4,3.37,4.16,3,1.37
STU0244,2024-09-10,2,1,7.65,22.98,4,2.91,6.03,1,2.8
STU0244,2024-09-11,2,2,8.0,24.0,3,3.31,7.96,2,1.79
STU0244,2024-09-12,2,3,7.29,22.72,4,4.34,3.66,2,4.33
STU0244,2024-09-13,2,4,7.72,22.61,4,4.44,7.18,3,-0.53
STU0244,2024-09-14,2,5,7.98,23.48,1,1.93,6.19,3,1.89
STU0244,2024-09-15,2,6,8.78,23.47,2,2.05,9.34,1,1.29
STU0244,2024-09-16,3,0,7.0,23.59,3,3.41,7.13,2,-0.67
STU0244,2024-09-17,3,1,7.09,23.4,3,4.21,8.18,3,2.92
STU0244,2024-09-18,3,2,7.87,23.25,3,4.1,6.7,2,4.78
STU0244,2024-09-19,3,3,8.41,22.35,3,3.85,7.43,2,3.99
STU0244,2024-09-20,3,4,6.78,23.17,4,4.95,7.97,2,4.18
STU0244,2024-09-21,3,5,8.77,23.97,3,1.84,8.09,2,1.18
STU0244,2024-09-22,3,6,8.49,23.42,0,2.75,7.41,1,-0.11
STU0244,2024-09-23,4,0,7.67,22.4,4,3.72,7.0,2,3.03
STU0244,2024-09-24,4,1,7.48,23.09,3,3.82,7.13,2,2.45
STU0244,2024-09-25,4,2,7.93,22.4,5,4.31,7.28,2,-0.82
STU0244,2024-09-26,4,3,8.03,22.37,4,4.13,8.15,2,4.07
STU0244,2024-09-27,4,4,8.62,23.27,4,4.31,7.41,2,2.05
STU0244,2024-09-28,4,5,7.85,23.38,1,1.62,8.36,0,3.74
STU0244,2024-09-29,4,6,8.09,22.9,2,3.25,7.12,3,3.38
STU0244,2024-09-30,5,0,7.2,23.03,6,4.66,5.36,3,4.02
STU0244,2024-10-01,5,1,7.55,22.72,4,2.42,6.57,1,4.35
STU0244,2024-10-02,5,2,7.3,21.73,4,4.1,7.57,3,0.9
STU0244,2024-10-03,5,3,7.64,22.99,4,3.47,7.82,2,2.36
STU0244,2024-10-04,5,4,7.44,22.94,4,3.88,7.6,2,1.51
STU0244,2024-10-05,5,5,7.29,23.08,0,1.77,8.79,1,4.68
STU0244,2024-10-06,5,6,7.71,22.88,1,2.74,5.9,1,-0.96
STU0244,2024-10-07,6,0,7.35,22.32,4,3.14,7.47,2,0.67
STU0244,2024-10-08,6,1,5.98,23.08,3,3.68,8.27,3,-0.11
STU0244,2024-10-09,6,2,7.53,22.77,4,3.79,8.26,3,0.86
STU0244,2024-10-10,6,3,7.88,23.04,6,4.39,8.04,2,0.6
STU0244,2024-10-11,6,4,6.23,23.07,4,6.01,7.69,2,2.73
STU0244,2024-10-12,6,5,8.85,24.0,0,0.79,8.13,1,2.07
STU0244,2024-10-13,6,6,7.99,23.55,0,3.02,6.1,0,1.19
STU0244,2024-10-14,7,0,7.0,23.1,5,3.35,8.0,2,0.69
STU0244,2024-10-15,7,1,7.76,22.46,6,3.85,9.83,3,1.04
STU0244,2024-10-16,7,2,8.21,23.15,4,3.77,9.21,2,3.93
STU0244,2024-10-17,7,3,7.16,23.29,6,5.67,7.54,3,1.96
STU0244,2024-10-18,7,4,8.09,22.78,6,3.88,6.69,3,2.64
STU0244,2024-10-19,7,5,8.31,23.24,2,2.67,5.7,2,0.29
STU0244,2024-10-20,7,6,7.76,23.47,0,1.11,7.77,3,2.2
STU0244,2024-10-21,8,0,7.64,23.12,5,3.7,9.95,2,1.91
STU0244,2024-10-22,8,1,6.95,22.75,4,3.32,5.73,2,0.98
STU0244,2024-10-23,8,2,7.45,22.9,3,4.19,6.91,3,2.53
STU0244,2024-10-24,8,3,7.04,22.47,3,5.32,6.46,3,1.31
STU0244,2024-10-25,8,4,7.33,22.68,4,1.73,7.15,1,0.09
STU0244,2024-10-26,8,5,8.19,23.65,1,2.16,7.88,2,3.6
STU0244,2024-10-27,8,6,8.66,23.42,0,2.81,6.59,2,1.97
STU0244,2024-10-28,9,0,7.46,22.79,4,3.95,7.08,3,1.68
STU0244,2024-10-29,9,1,6.63,23.01,4,4.87,8.13,2,1.47
STU0244,2024-10-30,9,2,7.39,23.3,2,4.33,5.2,1,1.2
STU0244,2024-10-31,9,3,7.7,23.17,4,4.03,9.22,3,0.15
STU0244,2024-11-01,9,4,8.0,23.57,4,3.09,7.02,2,-0.17
STU0244,2024-11-02,9,5,7.88,23.7,0,2.09,4.5,2,-0.17
STU0244,2024-11-03,9,6,8.48,23.62,0,1.84,8.59,1,0.85
STU0244,2024-11-04,10,0,6.49,23.55,5,4.25,7.11,2,0.74
STU0244,2024-11-05,10,1,6.51,23.06,6,3.66,8.61,1,2.87
STU0244,2024-11-06,10,2,7.03,22.28,5,4.13,6.45,3,0.98
STU0244,2024-11-07,10,3,7.21,22.9,4,4.81,6.94,2,1.66
STU0244,2024-11-08,10,4,7.53,22.89,5,4.39,6.85,1,2.22
STU0244,2024-11-09,10,5,7.65,22.68,3,2.49,6.25,1,4.99
STU0244,2024-11-10,10,6,8.54,23.37,2,1.4,7.32,2,1.57
STU0244,2024-11-11,11,0,7.79,23.67,3,5.05,7.58,1,3.81
STU0244,2024-11-12,11,1,7.36,23.14,2,5.68,8.75,2,2.56
STU0244,2024-11-13,11,2,7.66,23.03,3,5.9,7.32,1,2.27
STU0244,2024-11-14,11,3,6.95,22.92,2,5.01,6.64,2,0.96
STU0244,2024-11-15,11,4,7.88,23.39,3,2.88,6.69,3,1.0
STU0244,2024-11-16,11,5,7.86,23.06,1,2.12,7.42,1,4.17
STU0244,2024-11-17,11,6,7.9,22.67,1,3.59,5.48,2,1.28
STU0244,2024-11-18,12,0,7.16,22.28,4,4.26,5.53,1,0.08
STU0244,2024-11-19,12,1,6.86,23.1,3,3.56,8.23,1,2.68
STU0244,2024-11-20,12,2,7.37,23.06,5,3.46,5.87,2,2.57
STU0244,2024-11-21,12,3,7.83,23.3,3,4.14,7.5,3,0.57
STU0244,2024-11-22,12,4,6.53,23.02,3,5.27,9.48,3,2.32
STU0244,2024-11-23,12,5,8.11,23.46,2,3.15,7.04,1,2.62
STU0244,2024-11-24,12,6,8.08,23.28,3,3.71,8.42,2,2.89
STU0244,2024-11-25,13,0,6.5,21.83,5,2.73,6.28,2,3.22
STU0244,2024-11-26,13,1,7.21,23.22,5,3.99,6.52,3,0.18
STU0244,2024-11-27,13,2,7.9,23.24,3,2.53,6.93,1,2.4
STU0244,2024-11-28,13,3,7.1,22.45,2,5.37,6.9,1,3.46
STU0244,2024-11-29,13,4,7.12,23.05,2,4.41,6.8,1,0.37
STU0244,2024-11-30,13,5,7.58,23.62,3,3.56,9.07,1,1.2
STU0244,2024-12-01,13,6,8.16,23.3,1,1.71,5.45,2,2.95
STU0244,2024-12-02,14,0,7.65,22.33,4,2.53,7.16,1,2.0
STU0244,2024-12-03,14,1,7.24,23.2,3,2.83,6.83,3,1.39
STU0244,2024-12-04,14,2,7.45,23.07,3,1.22,9.5,2,2.58
STU0244,2024-12-05,14,3,6.82,22.71,5,4.31,8.21,4,4.22
STU0244,2024-12-06,14,4,6.53,24.43,4,2.52,8.95,3,3.45
